OUT,MID1,MID2,MID3,MID4,MID5,MID6,MID7,MID8,MID9,kingdom,phylum,classes,phylogeny
282,0,1,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Dolosicoccus"
283,0,27,3,0,0,39,0,0,91,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Eremococcus"
284,0,4,0,0,0,3,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Globicatella"
285,0,0,0,0,1,0,0,0,1,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Aerococcaceae"" Ignavigranum"
286,0,0,0,0,0,0,1,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Allofustis"
287,0,1,1,0,1,1,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Alloiococcus"
288,0,2,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Atopococcus"
289,0,0,0,0,0,2,1,0,3,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Atopostipes"
290,0,36,1,0,0,42,2,0,1,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Desemzia"
291,0,2,0,0,1,2,0,0,2,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Dolosigranulum"
292,0,11,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Granulicatella"
293,0,100,2,0,0,117,1,0,1,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Carnobacteriaceae"" Isobaculum"
294,0,57,0,0,0,70,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Atopobacter"
295,0,7,0,0,0,3,0,0,1,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Bavariicoccus"
296,0,1377,3,0,0,1517,2,0,8,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Catellicoccus"
297,0,6176,18,0,1,5762,61,3,18,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Enterococcus"
298,1,519,2,1,0,616,8,0,7,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Melissococcus"
299,20,8,22,0,22,0,57,0,2,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" ""Enterococcaceae"" Pilibacter"
300,0,0,32,0,11,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Lactobacillaceae Lactobacillus"
301,0,29,5,0,3,32,6,0,14,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Lactobacillaceae Paralactobacillus"
302,12,5,8,0,5,1,18,0,1,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Lactovum"
303,196,28,157,0,117,0,429,0,16,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" ""Lactobacillales"" Streptococcaceae Streptococcus"
304,0,1,0,0,0,1,0,0,2,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Paenibacillaceae"" Oxalophagus"
305,1,3,7,0,0,2,2,0,6,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Paenibacillaceae"" Thermicanus"
306,0,1,0,0,1,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Sporolactobacillaceae"" Sinobaca"
307,0,0,0,0,1,5,0,0,7,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Sporolactobacillaceae"" Tuberibacillus"
308,0,1,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Gemella"
309,0,6,0,1,0,23,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Macrococcus"
310,3,227,17,0,9,223,5,3,735,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Nosocomiicoccus"
311,80,4655,199,8,216,5399,165,24,11277,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales ""Staphylococcaceae"" Staphylococcus"
312,2,0,1136,1,0,0,1,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Anoxybacillus"
313,0,14,2,0,0,19,0,0,22,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Aquisalibacillus"
314,0,0,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Caldalkalibacillus"
315,0,7,1,0,0,13,0,0,21,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Cerasibacillus"
316,0,3,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Exiguobacterium"
317,0,9,1,0,0,9,0,0,28,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Filobacillus"
318,2,0,291,1,1,0,0,0,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Geobacillus"
319,0,1,0,0,0,0,0,0,3,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Halalkalibacillus"
320,5,379,24,1,10,434,1,4,622,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Jeotgalibacillus"
321,0,50,4,0,2,39,3,0,246,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Natronobacillus"
322,1,33,6,2,1,42,0,0,93,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Paucisalibacillus"
323,0,18,1,0,0,18,0,0,15,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Piscibacillus"
324,2,34,170,0,0,37,0,0,109,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Saccharococcus"
325,1,42,45,1,3,65,14,0,149,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salirhabdus"
326,0,2,2,0,1,6,0,0,5,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Salsuginibacillus"
327,0,12,0,0,0,23,0,0,35,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Tenuibacillus"
328,0,1,17,0,1,0,0,1,0,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Thalassobacillus"
329,0,16,8,0,1,30,2,0,83,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillaceae Vulcanibacillus"
330,0,1,0,0,0,2,0,0,4,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillales_incertae_sedis Pullulanibacillus"
331,0,20,1,0,1,30,0,0,44,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Bacillales_incertae_sedis Solibacillus"
332,0,11,10,0,0,15,1,0,32,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Bhargavaea"
333,0,1,0,0,0,2,1,0,6,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Planococcaceae Filibacter"
334,0,0,0,0,0,0,1,0,2,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Thermoactinomycetaceae Seinonella"
335,0,1,0,0,0,0,0,0,2,Bacteria,"""Firmicutes""","""Bacilli""","Bacteria ""Firmicutes"" ""Bacilli"" Bacillales Thermoactinomycetaceae Shimazuella"
336,0,1,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Ammonifex"
337,0,0,1,0,0,2,1,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Caldanaerovirga"
338,0,1,1,0,2,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Carboxydibrachium"
339,0,0,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Desulfovirgula"
340,2,16,55,2,8,15,12,2,14,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Fervidicola"
341,1,4,1,0,3,1,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Gelria"
342,0,1,12,0,5,1,2,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Mahella"
343,2,8,7,2,0,9,2,2,22,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Tepidanaerobacter"
344,1,4,5,0,1,5,2,0,16,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermacetogenium"
345,0,0,0,0,3,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermanaeromonas"
346,0,0,7,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" ""Thermoanaerobacteraceae"" Thermovenabulum"
347,0,2,2,0,0,4,0,1,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" ""Thermoanaerobacterales"" Thermodesulfobiaceae Thermodesulfobium"
348,0,1,0,0,1,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Eubacteriaceae"" Anaerofustis"
349,0,0,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Eubacteriaceae"" Garciella"
350,1,0,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Eubacteriaceae"" Pseudoramibacter"
351,0,0,0,0,0,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Gracilibacteraceae"" Gracilibacter"
352,7,0,0,0,0,0,13,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Heliobacteriaceae"" Heliobacillus"
353,0,0,0,0,0,0,2,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Acetitomaculum"
354,0,1,2,0,0,0,0,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Catonella"
355,0,0,0,0,0,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Hespellia"
356,2,0,1,0,0,0,3,2,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Lachnobacterium"
357,0,0,0,0,2,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Marvinbryantia"
358,0,0,4,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Oribacterium"
359,4,0,0,0,0,0,1,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Parasporobacterium"
360,0,1,3,0,0,0,0,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Robinsoniella"
361,0,0,44,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Roseburia"
362,0,1,6,0,0,3,1,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Lachnospiraceae"" Syntrophococcus"
363,0,1,0,0,1,0,0,0,5,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Peptostreptococcaceae"" Sporacetigenium"
364,3,0,3,0,0,0,4,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Acetanaerobacterium"
365,237,0,0,0,0,0,463,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Acetivibrio"
366,3,0,0,0,0,0,5,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Anaerotruncus"
367,1,0,4,1,1,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Butyricicoccus"
368,0,0,0,0,0,0,1,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Ethanoligenens"
369,2,0,0,1,0,0,0,1,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Faecalibacterium"
370,0,0,0,0,0,0,0,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Lactonifactor"
371,0,0,0,0,0,0,0,3,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Oscillibacter"
372,1,2,7,0,0,1,2,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Papillibacter"
373,0,0,0,0,0,2,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Sporobacter"
374,0,1,0,1,0,2,1,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales ""Ruminococcaceae"" Subdoligranulum"
375,0,17,0,0,0,2,0,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Anaerobacter"
376,0,1,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Caloranaerobacter"
377,1,3,0,0,0,7,0,0,6,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Caminicella"
378,0,0,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Clostridiisalibacter"
379,0,20,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Clostridium"
380,4,7,6,0,2,4,2,0,21,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Geosporobacter"
381,0,0,0,0,0,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Natronincola"
382,0,0,0,0,0,0,1,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Thermobrachium"
383,5,0,2,1,0,0,0,1,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Clostridiaceae Thermotalea"
384,62,0,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Anaerococcus"
385,0,2,2,0,0,1,7,0,3,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Anaerosphaera"
386,1,0,0,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Finegoldia"
387,0,0,0,0,0,0,231,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Peptoniphilus"
388,0,2,0,0,1,1,1,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Soehngenia"
389,0,0,1,0,0,0,5,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Sporanaerobacter"
390,0,0,0,0,0,1,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XI Tepidimicrobium"
391,0,3,0,0,0,3,1,0,8,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XII Fusibacter"
392,2,0,0,0,0,0,2,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XII Guggenheimella"
393,0,0,0,0,0,3,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Anaerovirgula"
394,0,0,0,0,17,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Blautia"
395,0,1,1,0,0,1,5,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Dethiosulfatibacter"
396,9,4,6,1,6,4,3,2,14,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Howardella"
397,4,6,5,0,6,0,1,0,5,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XIV Proteiniborus"
398,0,0,0,0,1,0,3,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Incertae Sedis XVIII Symbiobacterium"
399,0,1,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Cryptanaerobacter"
400,0,0,0,0,0,0,1,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Dehalobacter"
401,0,0,0,0,0,1,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Desulfonispora"
402,3,11,29,2,5,19,7,1,16,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Peptococcaceae Desulfurispora"
403,1,2,1,1,1,3,2,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Syntrophomonadaceae Syntrophothermus"
404,1,0,0,1,0,0,1,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Acetonema"
405,1,4,1,3,3,11,0,15,10,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Allisonella"
406,0,1,0,2,0,0,1,4,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaeroarcus"
407,1,6,1,5,1,5,0,7,13,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaeroglobus"
408,0,1,0,0,0,0,0,4,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaerosinus"
409,1,2,1,0,1,1,1,5,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Anaerovibrio"
410,0,0,0,0,1,0,1,1,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Dendrosporobacter"
411,0,0,0,0,5,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Dialister"
412,0,0,0,0,0,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Pelosinus"
413,2,2,0,0,1,2,0,7,4,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Phascolarctobacterium"
414,0,0,0,2,0,0,0,6,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Propionispira"
415,0,2,1,0,0,0,1,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Schwartzia"
416,0,1,0,0,0,2,0,0,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Sporolituus"
417,1,0,0,1,0,0,0,15,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Sporotalea"
418,1,0,0,2,2,1,1,6,2,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Succiniclasticum"
419,95,0,0,0,0,0,2,1,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Succinispira"
420,0,0,0,229,18,0,0,616,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Clostridiales Veillonellaceae Veillonella"
421,3,0,0,0,1,3,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halanaerobiaceae Halocella"
422,1,591,383,0,948,0,4,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halanaerobiaceae Halothermothrix"
423,0,0,1,0,0,0,0,0,0,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halobacteroidaceae Halanaerobaculum"
424,0,0,0,0,0,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halobacteroidaceae Halonatronum"
425,0,0,0,0,0,0,0,0,1,Bacteria,"""Firmicutes""","""Clostridia""","Bacteria ""Firmicutes"" ""Clostridia"" Halanaerobiales Halobacteroidaceae Natroniella"
426,1,0,0,0,1,0,0,0,1,Bacteria,"""Firmicutes""","""Erysipelotrichi""","Bacteria ""Firmicutes"" ""Erysipelotrichi"" ""Erysipelotrichales"" Erysipelotrichaceae Allobaculum"
